q,h,dh,l,dl,f,df,s,m
 282, 0.680056, 0.007944,790.715946,-1.090817,-790.035890, 1.098761,791.396002,790.715946
 283, 0.688038, 0.008020,789.625171,-1.090733,-788.937133, 1.098753,790.313208,789.625171
 284, 0.696096, 0.008097,788.534480,-1.090649,-787.838384, 1.098746,789.230576,788.534480
 285, 0.704232, 0.008175,787.443873,-1.090564,-786.739641, 1.098738,788.148105,787.443873
 286, 0.712445, 0.008253,786.353352,-1.090478,-785.640907, 1.098731,787.065798,786.353352
 287, 0.720738, 0.008332,785.262917,-1.090392,-784.542180, 1.098723,785.983655,785.262917
 288, 0.729109, 0.008411,784.172569,-1.090304,-783.443460, 1.098716,784.901678,784.172569
 289, 0.737560, 0.008491,783.082309,-1.090217,-782.344748, 1.098708,783.819869,783.082309
 290, 0.746092, 0.008572,781.992136,-1.090128,-781.246044, 1.098700,782.738229,781.992136
 291, 0.754705, 0.008654,780.902053,-1.090039,-780.147348, 1.098692,781.656758,780.902053
 292, 0.763400, 0.008736,779.812059,-1.089949,-779.048660, 1.098684,780.575459,779.812059
 293, 0.772177, 0.008818,778.722156,-1.089858,-777.949979, 1.098677,779.494332,778.722156
 294, 0.781037, 0.008902,777.632343,-1.089767,-776.851307, 1.098668,778.413380,777.632343
 295, 0.789980, 0.008986,776.542622,-1.089675,-775.752642, 1.098660,777.332603,776.542622
 296, 0.799008, 0.009070,775.452994,-1.089582,-774.653986, 1.098652,776.252002,775.452994
 297, 0.808121, 0.009156,774.363459,-1.089488,-773.555338, 1.098644,775.171580,774.363459
 298, 0.817320, 0.009242,773.274018,-1.089394,-772.456698, 1.098636,774.091338,773.274018
 299, 0.826605, 0.009329,772.184671,-1.089299,-771.358066, 1.098627,773.011277,772.184671
 300, 0.835977, 0.009416,771.095420,-1.089203,-770.259443, 1.098619,771.931398,771.095420
 301, 0.845437, 0.009504,770.006265,-1.089107,-769.160828, 1.098611,770.851703,770.006265
 302, 0.854986, 0.009593,768.917207,-1.089009,-768.062222, 1.098602,769.772193,768.917207
 303, 0.864623, 0.009682,767.828247,-1.088911,-766.963624, 1.098593,768.692870,767.828247
 304, 0.874350, 0.009772,766.739385,-1.088813,-765.865035, 1.098585,767.613735,766.739385
 305, 0.884168, 0.009863,765.650622,-1.088713,-764.766454, 1.098576,766.534790,765.650622
 306, 0.894077, 0.009955,764.561959,-1.088613,-763.667883, 1.098567,765.456036,764.561959
 307, 0.904077, 0.010047,763.473397,-1.088512,-762.569320, 1.098558,764.377475,763.473397
 308, 0.914171, 0.010140,762.384937,-1.088410,-761.470766, 1.098549,763.299107,762.384937
 309, 0.924357, 0.010234,761.296578,-1.088307,-760.372221, 1.098540,762.220935,761.296578
 310, 0.934638, 0.010328,760.208323,-1.088203,-759.273685, 1.098531,761.142961,760.208323
 311, 0.945013, 0.010423,759.120172,-1.088099,-758.175158, 1.098522,760.065185,759.120172
 312, 0.955484, 0.010519,758.032125,-1.087994,-757.076641, 1.098513,758.987609,758.032125
 313, 0.966051, 0.010615,756.944184,-1.087888,-755.978132, 1.098504,757.910235,756.944184
 314, 0.976715, 0.010713,755.856349,-1.087782,-754.879633, 1.098494,756.833064,755.856349
 315, 0.987477, 0.010811,754.768621,-1.087674,-753.781143, 1.098485,755.756098,754.768621
 316, 0.998338, 0.010910,753.681001,-1.087566,-752.682663, 1.098476,754.679338,753.681001
 317, 1.009297, 0.011009,752.593489,-1.087457,-751.584192, 1.098466,753.602786,752.593489
 318, 1.020356, 0.011110,751.506088,-1.087347,-750.485731, 1.098456,752.526444,751.506088
 319, 1.031517, 0.011211,750.418796,-1.087236,-749.387280, 1.098447,751.450313,750.418796
 320, 1.042778, 0.011313,749.331616,-1.087124,-748.288838, 1.098437,750.374394,749.331616
 321, 1.054142, 0.011415,748.244548,-1.087012,-747.190406, 1.098427,749.298690,748.244548
 322, 1.065609, 0.011519,747.157593,-1.086898,-746.091984, 1.098417,748.223202,747.157593
 323, 1.077180, 0.011623,746.070752,-1.086784,-744.993572, 1.098407,747.147932,746.070752
 324, 1.088855, 0.011728,744.984025,-1.086669,-743.895170, 1.098397,746.072881,744.984025
 325, 1.100636, 0.011834,743.897414,-1.086553,-742.796778, 1.098387,744.998050,743.897414
 326, 1.112523, 0.011940,742.810919,-1.086436,-741.698396, 1.098377,743.923442,742.810919
 327, 1.124517, 0.012048,741.724542,-1.086319,-740.600025, 1.098366,742.849059,741.724542
 328, 1.136619, 0.012156,740.638283,-1.086200,-739.501664, 1.098356,741.774901,740.638283
 329, 1.148829, 0.012265,739.552142,-1.086081,-738.403313, 1.098345,740.700971,739.552142
 330, 1.161149, 0.012375,738.466122,-1.085960,-737.304973, 1.098335,739.627271,738.466122
 331, 1.173579, 0.012485,737.380222,-1.085839,-736.206644, 1.098324,738.553801,737.380222
 332, 1.186120, 0.012597,736.294444,-1.085717,-735.108325, 1.098314,737.480564,736.294444
 333, 1.198773, 0.012709,735.208789,-1.085594,-734.010016, 1.098303,736.407562,735.208789
 334, 1.211538, 0.012822,734.123257,-1.085470,-732.911719, 1.098292,735.334796,734.123257
 335, 1.224418, 0.012936,733.037850,-1.085345,-731.813432, 1.098281,734.262268,733.037850
 336, 1.237411, 0.013051,731.952568,-1.085219,-730.715157, 1.098270,733.189979,731.952568
 337, 1.250520, 0.013167,730.867412,-1.085092,-729.616892, 1.098259,732.117932,730.867412
 338, 1.263745, 0.013283,729.782384,-1.084964,-728.518639, 1.098248,731.046129,729.782384
 339, 1.277087, 0.013401,728.697484,-1.084836,-727.420397, 1.098237,729.974571,728.697484
 340, 1.290547, 0.013519,727.612713,-1.084706,-726.322166, 1.098225,728.903259,727.612713
 341, 1.304125, 0.013638,726.528072,-1.084576,-725.223947, 1.098214,727.832197,726.528072
 342, 1.317823, 0.013758,725.443562,-1.084444,-724.125739, 1.098202,726.761385,725.443562
 343, 1.331642, 0.013879,724.359184,-1.084312,-723.027542, 1.098191,725.690825,724.359184
 344, 1.345581, 0.014001,723.274939,-1.084178,-721.929357, 1.098179,724.620520,723.274939
 345, 1.359644, 0.014123,722.190828,-1.084044,-720.831184, 1.098167,723.550471,722.190828
 346, 1.373829, 0.014247,721.106851,-1.083908,-719.733023, 1.098155,722.480680,721.106851
 347, 1.388138, 0.014371,720.023011,-1.083772,-718.634873, 1.098143,721.411149,720.023011
 348, 1.402572, 0.014497,718.939308,-1.083635,-717.536736, 1.098131,720.341880,718.939308
 349, 1.417132, 0.014623,717.855742,-1.083496,-716.438610, 1.098119,719.272874,717.855742
 350, 1.431818, 0.014750,716.772316,-1.083357,-715.340497, 1.098107,718.204134,716.772316
 351, 1.446633, 0.014878,715.689029,-1.083216,-714.242396, 1.098095,717.135662,715.689029
 352, 1.461576, 0.015008,714.605883,-1.083075,-713.144307, 1.098083,716.067459,714.605883
 353, 1.476648, 0.015138,713.522879,-1.082933,-712.046231, 1.098070,714.999527,713.522879
 354, 1.491851, 0.015268,712.440018,-1.082789,-710.948167, 1.098058,713.931869,712.440018
 355, 1.507185, 0.015400,711.357301,-1.082645,-709.850116, 1.098045,712.864487,711.357301
 356, 1.522652, 0.015533,710.274729,-1.082499,-708.752077, 1.098032,711.797381,710.274729
 357, 1.538252, 0.015667,709.192303,-1.082353,-707.654051, 1.098019,710.730555,709.192303
 358, 1.553986, 0.015802,708.110025,-1.082205,-706.556038, 1.098007,709.664011,708.110025
 359, 1.569856, 0.015937,707.027894,-1.082056,-705.458038, 1.097994,708.597750,707.027894
 360, 1.585861, 0.016074,705.945913,-1.081906,-704.360051, 1.097980,707.531774,705.945913
 361, 1.602004, 0.016212,704.864082,-1.081756,-703.262078, 1.097967,706.466086,704.864082
 362, 1.618285, 0.016350,703.782402,-1.081604,-702.164117, 1.097954,705.400687,703.782402
 363, 1.634705, 0.016490,702.700874,-1.081451,-701.066169, 1.097941,704.335579,702.700874
 364, 1.651265, 0.016631,701.619501,-1.081297,-699.968236, 1.097927,703.270766,701.619501
 365, 1.667966, 0.016772,700.538281,-1.081142,-698.870315, 1.097914,702.206248,700.538281
 366, 1.684810, 0.016915,699.457218,-1.080985,-697.772408, 1.097900,701.142028,699.457218
 367, 1.701796, 0.017058,698.376311,-1.080828,-696.674515, 1.097886,700.078108,698.376311
 368, 1.718927, 0.017203,697.295563,-1.080669,-695.576636, 1.097872,699.014489,697.295563
 369, 1.736203, 0.017349,696.214973,-1.080510,-694.478770, 1.097859,697.951176,696.214973
 370, 1.753625, 0.017495,695.134543,-1.080349,-693.380919, 1.097845,696.888168,695.134543
 371, 1.771194, 0.017643,694.054275,-1.080187,-692.283081, 1.097830,695.825469,694.054275
 372, 1.788911, 0.017792,692.974169,-1.080024,-691.185258, 1.097816,694.763080,692.974169
 373, 1.806778, 0.017942,691.894227,-1.079860,-690.087449, 1.097802,693.701005,691.894227
 374, 1.824795, 0.018092,690.814449,-1.079695,-688.989654, 1.097787,692.639244,690.814449
 375, 1.842963, 0.018244,689.734837,-1.079529,-687.891874, 1.097773,691.577800,689.734837
 376, 1.861284, 0.018397,688.655392,-1.079361,-686.794108, 1.097758,690.516676,688.655392
 377, 1.879758, 0.018551,687.576116,-1.079192,-685.696357, 1.097744,689.455874,687.576116
 378, 1.898387, 0.018706,686.497008,-1.079022,-684.598621, 1.097729,688.395395,686.497008
 379, 1.917172, 0.018863,685.418071,-1.078851,-683.500900, 1.097714,687.335243,685.418071
 380, 1.936113, 0.019020,684.339306,-1.078679,-682.403193, 1.097699,686.275419,684.339306
 381, 1.955212, 0.019178,683.260714,-1.078505,-681.305502, 1.097684,685.215926,683.260714
 382, 1.974470, 0.019338,682.182296,-1.078331,-680.207826, 1.097668,684.156765,682.182296
 383, 1.993888, 0.019498,681.104053,-1.078155,-679.110165, 1.097653,683.097940,681.104053
 384, 2.013466, 0.019660,680.025986,-1.077978,-678.012520, 1.097638,682.039453,680.025986
 385, 2.033208, 0.019823,678.948097,-1.077800,-676.914890, 1.097622,680.981305,678.948097
 386, 2.053112, 0.019987,677.870388,-1.077620,-675.817275, 1.097607,679.923500,677.870388
 387, 2.073181, 0.020151,676.792858,-1.077439,-674.719677, 1.097591,678.866039,676.792858
 388, 2.093415, 0.020318,675.715509,-1.077257,-673.622094, 1.097575,677.808925,675.715509
 389, 2.113817, 0.020485,674.638343,-1.077074,-672.524527, 1.097559,676.752160,674.638343
 390, 2.134386, 0.020653,673.561362,-1.076890,-671.426976, 1.097543,675.695747,673.561362
 391, 2.155124, 0.020823,672.484565,-1.076704,-670.329441, 1.097527,674.639688,672.484565
 392, 2.176032, 0.020994,671.407954,-1.076517,-669.231922, 1.097510,673.583986,671.407954
 393, 2.197111, 0.021165,670.331531,-1.076329,-668.134420, 1.097494,672.528642,670.331531
 394, 2.218363, 0.021338,669.255297,-1.076139,-667.036934, 1.097478,671.473660,669.255297
 395, 2.239788, 0.021513,668.179253,-1.075948,-665.939465, 1.097461,670.419042,668.179253
 396, 2.261388, 0.021688,667.103401,-1.075756,-664.842013, 1.097444,669.364789,667.103401
 397, 2.283165, 0.021865,666.027741,-1.075563,-663.744577, 1.097427,668.310906,666.027741
 398, 2.305118, 0.022042,664.952276,-1.075368,-662.647158, 1.097410,667.257394,664.952276
 399, 2.327250, 0.022221,663.877005,-1.075172,-661.549756, 1.097393,666.204255,663.877005
 400, 2.349561, 0.022401,662.801932,-1.074975,-660.452371, 1.097376,665.151493,662.801932
 401, 2.372053, 0.022583,661.727056,-1.074776,-659.355004, 1.097359,664.099109,661.727056
 402, 2.394727, 0.022765,660.652380,-1.074576,-658.257653, 1.097342,663.047106,660.652380
 403, 2.417584, 0.022949,659.577904,-1.074375,-657.160320, 1.097324,661.995488,659.577904
 404, 2.440625, 0.023134,658.503630,-1.074172,-656.063005, 1.097306,660.944255,658.503630
 405, 2.463852, 0.023320,657.429560,-1.073968,-654.965708, 1.097289,659.893412,657.429560
 406, 2.487266, 0.023508,656.355694,-1.073763,-653.868428, 1.097271,658.842960,656.355694
 407, 2.510868, 0.023696,655.282034,-1.073556,-652.771166, 1.097253,657.792902,655.282034
 408, 2.534659, 0.023886,654.208582,-1.073348,-651.673922, 1.097235,656.743241,654.208582
 409, 2.558641, 0.024078,653.135338,-1.073139,-650.576697, 1.097217,655.693979,653.135338
 410, 2.582815, 0.024270,652.062304,-1.072928,-649.479489, 1.097198,654.645119,652.062304
 411, 2.607182, 0.024464,650.989482,-1.072716,-648.382300, 1.097180,653.596664,650.989482
 412, 2.631743, 0.024659,649.916873,-1.072502,-647.285130, 1.097161,652.548616,649.916873
 413, 2.656500, 0.024855,648.844478,-1.072287,-646.187978, 1.097143,651.500978,648.844478
 414, 2.681454, 0.025053,647.772299,-1.072071,-645.090845, 1.097124,650.453753,647.772299
 415, 2.706606, 0.025252,646.700337,-1.071853,-643.993731, 1.097105,649.406943,646.700337
 416, 2.731958, 0.025452,645.628593,-1.071634,-642.896635, 1.097086,648.360551,645.628593
 417, 2.757510, 0.025653,644.557069,-1.071413,-641.799559, 1.097067,647.314579,644.557069
 418, 2.783265, 0.025856,643.485767,-1.071191,-640.702502, 1.097047,646.269032,643.485767
 419, 2.809223, 0.026060,642.414687,-1.070968,-639.605465, 1.097028,645.223910,642.414687
 420, 2.835385, 0.026266,641.343832,-1.070743,-638.508447, 1.097008,644.179218,641.343832
 421, 2.861754, 0.026472,640.273203,-1.070516,-637.411448, 1.096989,643.134957,640.273203
 422, 2.888331, 0.026681,639.202800,-1.070288,-636.314469, 1.096969,642.091131,639.202800
 423, 2.915116, 0.026890,638.132626,-1.070059,-635.217511, 1.096949,641.047742,638.132626
 424, 2.942111, 0.027101,637.062683,-1.069828,-634.120572, 1.096929,640.004794,637.062683
 425, 2.969318, 0.027313,635.992971,-1.069596,-633.023653, 1.096909,638.962288,635.992971
 426, 2.996737, 0.027526,634.923492,-1.069362,-631.926754, 1.096888,637.920229,634.923492
 427, 3.024371, 0.027741,633.854247,-1.069127,-630.829876, 1.096868,636.878618,633.854247
 428, 3.052221, 0.027958,632.785239,-1.068890,-629.733018, 1.096848,635.837459,632.785239
 429, 3.080287, 0.028175,631.716468,-1.068652,-628.636181, 1.096827,634.796754,631.716468
 430, 3.108571, 0.028394,630.647936,-1.068412,-627.539364, 1.096806,633.756507,630.647936
 431, 3.137076, 0.028615,629.579645,-1.068170,-626.442569, 1.096785,632.716720,629.579645
 432, 3.165801, 0.028836,628.511596,-1.067928,-625.345794, 1.096764,631.677397,628.511596
 433, 3.194749, 0.029060,627.443790,-1.067683,-624.249041, 1.096743,630.638539,627.443790
 434, 3.223921, 0.029284,626.376230,-1.067437,-623.152309, 1.096722,629.600151,626.376230
 435, 3.253318, 0.029510,625.308916,-1.067190,-622.055598, 1.096700,628.562235,625.308916
 436, 3.282942, 0.029738,624.241851,-1.066941,-620.958909, 1.096678,627.524793,624.241851
 437, 3.312795, 0.029967,623.175036,-1.066690,-619.862241, 1.096657,626.487830,623.175036
 438, 3.342876, 0.030197,622.108472,-1.066438,-618.765595, 1.096635,625.451348,622.108472
 439, 3.373189, 0.030429,621.042161,-1.066184,-617.668971, 1.096613,624.415350,621.042161
 440, 3.403735, 0.030662,619.976104,-1.065929,-616.572370, 1.096591,623.379839,619.976104
 441, 3.434514, 0.030897,618.910304,-1.065672,-615.475790, 1.096568,622.344819,618.910304
 442, 3.465529, 0.031133,617.844762,-1.065413,-614.379233, 1.096546,621.310291,617.844762
 443, 3.496781, 0.031371,616.779479,-1.065153,-613.282698, 1.096524,620.276260,616.779479
 444, 3.528271, 0.031610,615.714457,-1.064891,-612.186186, 1.096501,619.242728,615.714457
 445, 3.560001, 0.031851,614.649698,-1.064628,-611.089696, 1.096478,618.209699,614.649698
 446, 3.591973, 0.032093,613.585202,-1.064362,-609.993229, 1.096455,617.177175,613.585202
 447, 3.624187, 0.032336,612.520973,-1.064096,-608.896786, 1.096432,616.145160,612.520973
 448, 3.656646, 0.032581,611.457011,-1.063827,-607.800365, 1.096409,615.113657,611.457011
 449, 3.689350, 0.032828,610.393319,-1.063557,-606.703968, 1.096385,614.082669,610.393319
 450, 3.722302, 0.033076,609.329897,-1.063286,-605.607595, 1.096362,613.052199,609.329897
 451, 3.755503, 0.033326,608.266748,-1.063013,-604.511244, 1.096338,612.022251,608.266748
 452, 3.788954, 0.033577,607.203872,-1.062738,-603.414918, 1.096314,610.992827,607.203872
 453, 3.822657, 0.033830,606.141273,-1.062461,-602.318616, 1.096291,609.963931,606.141273
 454, 3.856614, 0.034084,605.078951,-1.062183,-601.222337, 1.096266,608.935565,605.078951
 455, 3.890826, 0.034340,604.016908,-1.061903,-600.126083, 1.096242,607.907734,604.016908
 456, 3.925294, 0.034597,602.955147,-1.061621,-599.029852, 1.096218,606.880441,602.955147
 457, 3.960021, 0.034856,601.893668,-1.061337,-597.933647, 1.096193,605.853688,601.893668
 458, 3.995007, 0.035117,600.832473,-1.061052,-596.837466, 1.096169,604.827480,600.832473
 459, 4.030254, 0.035379,599.771564,-1.060765,-595.741309, 1.096144,603.801818,599.771564
 460, 4.065765, 0.035642,598.710943,-1.060477,-594.645178, 1.096119,602.776708,598.710943
 461, 4.101540, 0.035908,597.650611,-1.060186,-593.549071, 1.096094,601.752151,597.650611
 462, 4.137581, 0.036174,596.590571,-1.059894,-592.452990, 1.096069,600.728151,596.590571
 463, 4.173889, 0.036443,595.530823,-1.059600,-591.356934, 1.096043,599.704712,595.530823
 464, 4.210467, 0.036713,594.471371,-1.059305,-590.260904, 1.096018,598.681838,594.471371
 465, 4.247316, 0.036985,593.412214,-1.059007,-589.164899, 1.095992,597.659530,593.412214
 466, 4.284437, 0.037258,592.353356,-1.058708,-588.068919, 1.095966,596.637793,592.353356
 467, 4.321832, 0.037533,591.294799,-1.058407,-586.972966, 1.095940,595.616631,591.294799
 468, 4.359504, 0.037810,590.236542,-1.058105,-585.877039, 1.095914,594.596046,590.236542
 469, 4.397452, 0.038088,589.178590,-1.057800,-584.781138, 1.095888,593.576042,589.178590
 470, 4.435680, 0.038368,588.120943,-1.057494,-583.685263, 1.095861,592.556623,588.120943
 471, 4.474188, 0.038649,587.063603,-1.057186,-582.589415, 1.095835,591.537791,587.063603
 472, 4.512979, 0.038932,586.006572,-1.056876,-581.493594, 1.095808,590.519551,586.006572
 473, 4.552053, 0.039217,584.949852,-1.056564,-580.397799, 1.095781,589.501905,584.949852
 474, 4.591414, 0.039504,583.893445,-1.056250,-579.302031, 1.095754,588.484858,583.893445
 475, 4.631061, 0.039792,582.837352,-1.055935,-578.206291, 1.095727,587.468413,582.837352
 476, 4.670998, 0.040082,581.781576,-1.055618,-577.110578, 1.095700,586.452574,581.781576
 477, 4.711226, 0.040374,580.726117,-1.055299,-576.014892, 1.095672,585.437343,580.726117
 478, 4.751746, 0.040667,579.670979,-1.054978,-574.919233, 1.095644,584.422725,579.670979
 479, 4.792560, 0.040962,578.616163,-1.054655,-573.823603, 1.095617,583.408723,578.616163
 480, 4.833670, 0.041259,577.561670,-1.054330,-572.728000, 1.095589,582.395341,577.561670
 481, 4.875078, 0.041557,576.507504,-1.054003,-571.632426, 1.095560,581.382581,576.507504
 482, 4.916785, 0.041857,575.453664,-1.053675,-570.536880, 1.095532,580.370449,575.453664
 483, 4.958793, 0.042159,574.400155,-1.053344,-569.441362, 1.095504,579.358947,574.400155
 484, 5.001104, 0.042463,573.346976,-1.053012,-568.345872, 1.095475,578.348080,573.346976
 485, 5.043719, 0.042768,572.294131,-1.052678,-567.250412, 1.095446,577.337850,572.294131
 486, 5.086641, 0.043075,571.241621,-1.052342,-566.154980, 1.095417,576.328262,571.241621
 487, 5.129871, 0.043384,570.189448,-1.052004,-565.059577, 1.095388,575.319319,570.189448
 488, 5.173410, 0.043695,569.137614,-1.051664,-563.964204, 1.095359,574.311024,569.137614
 489, 5.217262, 0.044008,568.086121,-1.051322,-562.868859, 1.095330,573.303383,568.086121
 490, 5.261426, 0.044322,567.034971,-1.050978,-561.773545, 1.095300,572.296397,567.034971
 491, 5.305906, 0.044638,565.984166,-1.050632,-560.678260, 1.095270,571.290072,565.984166
 492, 5.350703, 0.044956,564.933707,-1.050284,-559.583004, 1.095240,570.284410,564.933707
 493, 5.395818, 0.045276,563.883598,-1.049935,-558.487779, 1.095210,569.279416,563.883598
 494, 5.441255, 0.045597,562.833839,-1.049583,-557.392584, 1.095180,568.275093,562.833839
 495, 5.487013, 0.045920,561.784432,-1.049229,-556.297419, 1.095149,567.271446,561.784432
